#,EXNAME,FL_LAT,FL_LONG,WST_ID,SOIL_ID,PDATE,CRID,FEN_TOT,OM_TOT,HDATE,HWAH,BWAH,TR_NOTES,,,,,,,,,,,,,
!,NIORO070,13.7753,-15.8008,PAOS,ITSN840067-A1,2007-07-10,MAZ,38,0,2007-09-28,875,,,,,,,,,,,,,,,
!,NIORO071,13.7753,-15.8008,PAOS,ITSN840067-A1,2007-07-18,MAZ,4,0,2007-10-06,300,,,,,,,,,,,,,,,
!,NIORO072,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-22,MAZ,25,0,2007-10-10,250,,,,,,,,,,,,,,,
!,NIORO073,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-04,MAZ,63,0,2007-09-22,1000,,,,,,,,,,,,,,,
!,NIORO074,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-18,MAZ,14,0,2007-10-06,300,,,,,,,,,,,,,,,
!,NIORO075,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-16,MAZ,17,0,2007-10-04,267,,,,,,,,,,,,,,,
!,NIORO076,13.7032,-15.8377,PORO,ITSN840067-A1,2007-06-29,MAZ,63,0,2007-09-17,1000,,,,,,,,,,,,,,,
!,NIORO077,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-06,MAZ,3,0,2007-09-24,15,,,,,,,,,,,,,,,
!,NIORO078,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-20,MAZ,11,0,2007-10-08,150,,,,,,,,,,,,,,,
!,NIORO079,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-07,MAZ,0,0,2007-09-25,350,,,,,,,,,,,,,,,
!,NIORO080,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-09,MAZ,5,0,2007-09-27,100,,,,,,,,,,,,,,,
!,NIORO081,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-12,MAZ,0,0,2007-09-30,140,,,,,,,,,,,,,,,
!,NIORO082,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-25,MAZ,0,3200,2007-10-13,250,,,,,,,,,,,,,,,
!,NIORO083,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-12,MAZ,54,0,2007-09-30,700,,,,,,,,,,,,,,,
!,NIORO084,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-14,MAZ,13,0,2007-10-02,100,,,,,,,,,,,,,,,
!,NIORO085,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-20,MAZ,13,0,2007-10-08,70,,,,,,,,,,,,,,,
!,NIORO086,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-05,MAZ,9,0,2007-09-23,400,,,,,,,,,,,,,,,
!,NIORO087,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-24,MAZ,0,833,2007-10-12,400,,,,,,,,,,,,,,,
!,NIORO088,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-09,MAZ,0,800,2007-09-27,150,,,,,,,,,,,,,,,
!,NIORO089,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-13,MAZ,0,1157,2007-10-01,1000,,,,,,,,,,,,,,,
!,NIORO090,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-19,MAZ,25,0,2007-10-07,100,,,,,,,,,,,,,,,
!,NIORO091,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-12,MAZ,0,500,2007-09-30,50,,,,,,,,,,,,,,,
!,NIORO092,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-20,MAZ,17,0,2007-10-08,200,,,,,,,,,,,,,,,
!,NIORO093,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-04,MAZ,0,0,2007-09-22,100,,,,,,,,,,,,,,,
!,NIORO094,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-20,MAZ,0,0,2007-10-08,1000,,,,,,,,,,,,,,,
!,NIORO095,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-12,MAZ,0,0,2007-09-30,1600,,,,,,,,,,,,,,,
!,NIORO096,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-21,MAZ,0,0,2007-10-09,900,,,,,,,,,,,,,,,
!,NIORO097,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-12,MAZ,0,0,2007-09-30,200,,,,,,,,,,,,,,,
!,NIORO098,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-18,MAZ,0,0,2007-10-06,500,,,,,,,,,,,,,,,
!,NIORO099,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-12,MAZ,0,0,2007-09-30,150,,,,,,,,,,,,,,,
!,NIORO100,13.7032,-15.8377,PORO,ITSN840067-A1,2007-07-03,MAZ,0,0,2007-09-21,250,,,,,,,,,,,,,,,
